id,name,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,categories
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79891001,4,love using after being in the sun and on the water all day along with daily use cooling and give moisture to weathered skin. This review was collected as part of a promotion.,great for after sun,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,80122306,4,"I love these products, so creamy, they make me feel younger ,wish i had found them years ago . I would have never aged! This review was collected as part of a promotion.",loving them all!,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79907493,4,"I like to use this cream on my neck and collarbone to help keep my skin well moisturized, but it can be a little heavy for the skin on my face This review was collected as part of a promotion.",Very rich cream,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79878159,4,"My skin is very dry and this really helps my dry skin on my face, only thing that works for me. This review was collected as part of a promotion.",Very moisterising,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79668060,4,Great hydration for the skin with a smooth non greasy finish. Fine for under foundation makeup. This review was collected as part of a promotion.,Regenerist Deep Hydraion Regenerating Cream,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79916604,4,Works great to smooth lines when perhaps you are a little more tired. Very smooth and creamy! This review was collected as part of a promotion.,Quick results,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79720821,4,One of the best moisturizers I've ever used. It made my skin soft without a greasy feeling. This review was collected as part of a promotion.,Does the job,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79904349,4,I used this for two weeks and it worked great. My skin looks better then it has in years. This review was collected as part of a promotion.,This product work great.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79908407,4,"I wash my face, pat it dry and apply Olay Regenerating Cream and instantly feel the effects. My skin feel smooth and tighter. I've definitely noticed a difference after just a couple weeks. This review was collected as part of a promotion.",I love how this product makes my skin feel.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79661513,4,"42 and still being mistaken for early 30's! This cream keeps my skin so hydrated which in turn keeps my skin tight, wrinkle free and clear! I can't be without it! Trust me, my skin is so amazing and this is why!! This review was collected as part of a promotion.",My best face!,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79897128,4,"Goes on smooth, absorbs quickly. Makeup applies well over it doesn't get greasy thru the day. When used at night it feels luxurious. The fragrance is a bit strong, but not overpowering. Would prefer unscented. This review was collected as part of a promotion.",Great texture,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79680262,4,"I am one of those who has to try the next new thing. For all of those products, I have to say that I've only say long term change with the Olay Regenerist. Easy to get and afford. 5 stars is a miracle product. This review was collected as part of a promotion.",Great product,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79515653,4,"I have been using this product for about a year. I haven't experienced an outbreaks, it absorbs quickly and I have seen a visible improvement in the look of my skin. It appears brighter and more youthful. This review was collected as part of a promotion.",Great moisturizer,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,80075850,4,"I finally found a moisturizing product that will absorb completely and not leave my skin feeling like it's suffocating. I apply it, and it feels like there is nothing there but my skin looks smoother. This review was collected as part of a promotion.",Not greasy,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79662638,4,Deep hydration is necessary for aging skin and this product really keeps my skin looking more youthful. I've tried a lot of products and this works the best for me. This review was collected as part of a promotion.,This product's name says it all.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79658769,4,I have used this product for more than 4 years now. Its hydrated and causes no breakout on my face. I really like this product and will continue to buy and use it. This review was collected as part of a promotion.,Great product,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79902841,4,I used this product for 2 weeks. I found my skin smoother and very silky. It doesn't have too strong chemical cosmetic fragrance but still fresh and pleasant. This review was collected as part of a promotion.,smooth as silk,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,,8556575,4,"I hate to be picky, but who was responsible for the design of this product Push down on top of the package to dispense product from center of package... Even the directions are awkward! The cream is yummy, the design I really hate!","Really like it, but....","Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,109722650,4,Feels amazing made my skin feel great and not dry anymore .,Nice,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79910636,4,I have enjoyed using a variety of the Olay products for more than 30 years and consider them to be part of my life routine-wherever I am. As an international traveler they always make me feel like I am being cared for regardless of where I am. This review was collected as part of a promotion.,Refreshing,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,FALSE,79766720,4,"Regenerist hydration cream is the best product I have found. It hydrates your face so that is feels baby soft, smooth's away fine lines. Fills in all the little imperfection's that you might have. I highly recommend this product for over 55. This review was collected as part of a promotion.",Perfect Face,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,112910241,4,This product is amazing it doesn't dry my skin of moisture.,8325978315,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79655502,4,I started using this moisturizer when my sister told me about it. I could feel my dry skin softening over a few days. It didn't hurt when I smiled! That alone was a good reason to try it. Now I will even smile deliberately. It is a good feeling to to able to show I am not a grump!! This review was collected as part of a promotion.,wonderful deep moisturizer,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,,5390632,4,"I've tried many products including the over priced products claiming to work miracles. This product I like. It sinks into the skin and doesn't leave a shine. I would recommend it. I'll buy it again and since I like this product so much, I'm going to try some of their others in this line.",Like it a lot.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,112984901,4,"This truly is a great product! It has a very clean smell, and it actually works for Fine Lines wrinkles",GREAT PRODUCT!,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,114901411,4,Because they have use some kind of good fragnense in that,Product smell good,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79646702,4,"I have been very pleased with this product from Olay. It truly does moisturize my very dry skin. It is easy to dispense the product by just pressing on the top of the container, and dispenses just the right amount per press. I would recommend Regenerist Deep Hydration Cream to anyone who has dry skin like mine. This review was collected as part of a promotion.",This product performs as advertised,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,,4367126,4,"My family is on a very tight budget, so spending 20 for facial cream was a big chunk out of my grocery . But this is well worth it. My rapidly maturing skin is getting smoother. I still have my wrinkles, but they are not so pronounced. I will watch for sales coupons, this is one product that I will keep using.",Worth the money,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,113325407,4,It smell just amazing and feels great on my skin and leave it feeling so soft.,6623443094,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79710701,4,I'm a 52 year old with dry skin and really need a cream that can hydrate me. when i use this cream i actually feel like me skin is saying Ahhhh. i'm really glad i found the whole Regenerist line. The older i get the more i find i need more and more hydration so Thank you This review was collected as part of a promotion.,i Love this product,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79672604,4,"This cream is the best I have tried, it has reduced my wrinkles and dry skin,it goes on very smoothly and has also helped to make my skin more even toned, I love this product and would recommend it to everyone, for most skin problems they might have. The best ever This review was collected as part of a promotion.",GREAT PRODUCT,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79644686,4,"I use this at night and sometimes when I don't wear makeup during the day, I use it then too. Absorbs quickly, not sure now much it is actually helping me prevent more wrinkles, but smells good and feels good. not sticky. wish it worked even more against wrinkles. This review was collected as part of a promotion.",deep hydration,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79894366,4,"My overall opinion - it is a great cream if you do not have comedones or acne because one of the top ingredients is Dimethicone - a silicone based polymer. It is large molecule and may clog your pores, therefore the condition of your skin will get worse This review was collected as part of a promotion.",Read the ingredients' list,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,114060237,4,Very good product my mom uses it all the time when she loves it very much swears by it,Wth,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,114652657,4,This product feels great and not greasy. I noticed less visible lines,it feels great. not greasy.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115767008,4,"This product Works fine just like they advertised, i really love using it,",Very effective,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115400624,4,"works nicely, evens out skin tone and doen't leaave a greasy feel.Will keep using! This review was collected as part of a promotion.",not greasy!,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,80017024,4,"My Mom used Oil of Olay when I was younger and her skin was always beautiful. But I thought it was just natural. Then I tried the Regenerist and in a WEEK my skin was visibly softer, smoother and actually supple!! I CANNOT BELIEVE I have a soft face. You have to try this because if it made this drastic change in my rough, dry, peeling skin it will work on ANYONE!! This review was collected as part of a promotion.",Hydration is REAL!!,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115676917,4,This product makes me feel young and fresh because it opens up my pores and it allows me to breathe with some sort of comfort.,This product makes me feel young and fresh,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115692264,4,"Very smooth - goes on easily, immediately absorbs into skin and never feels greasy. Keeps skin looking fresh and natural. This review was collected as part of a promotion.",Great product,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,116053984,4,Regenerist provides a deep hydration of the skin. I find my skin is smoother after use. This review was collected as part of a promotion.,Regenerist Hydration,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115831865,4,I really like this product I feels good going on and makes a difference in your skin This review was collected as part of a promotion.,deep hydration regenerating cream,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,125200344,4,This produc works amazing. Cant stop feeling my smooth skin,3375509742,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,116013590,4,I have been using this cream for a couple of years now and love it! I use it daily and love the way my skin feels after putting it on. I also like the scent. It is not over powering but subtle.. This review was collected as part of a promotion.,This stuff works,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115485654,4,"I have used Olay products since I was 16, now I am 66. I would not change for anything. Love them all. You keep getting better all the time. Keep sending me your updates. This review was collected as part of a promotion.",The best,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,117330648,4,Great smell and feel. Does wonders to my skin. Very nourishing. Has a quality that intensive the moisture in my skin.,Very soothing,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115608616,4,"Really love how well this moisturizes my skin without feeling oily. I do wish it helped a little more with wrinkles/crows feet, but still love the product. This review was collected as part of a promotion.",Great moisturizer.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,116458841,4,My face soaks this up and is happy all day long. Very happy with this product. It's like aroma therapy for the skin,My face love this,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115331959,4,I really did like this. It took a little longer for the results I had hoped for but I realize if you keep a good regiment it will work really well. This review was collected as part of a promotion.,I liked it,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,119024222,4,I have used the product since I was 16 I have tried others just not the same.my mom used it how I learned about it,This product works wonders,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115300906,4,This product has recently changed its formula. I have been using the old formula for years and probably prefer that formula over the new one but it is still too early to judge for certain. I definitely prefer the white dispenser top over the new black one since the residue looks very unappealing on a black surface. Does not look clean which is what you would want your facial products to represent. Overall I still like this product. This review was collected as part of a promotion.,Hydrating and pleasant fragrance,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,129858380,4,This product is very good and smells sensational. I recommend for all who have ashy skin! I'm VSOP by nature . Very smooth On point skinn,SenseAtional,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,130061011,4,This product is great because it is one of the best moisturizers I have found,great product,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79648796,4,"I use this cream after cleansing every morning and it literally leaves my skin feeling smooth and silky. It's even better when I apply after using Olay Regenerist micro dermabrasion treatment land peel activating serum. I'll the products I use on my face from cleansing to eye treatment is Olay and I have been for years. I am 62 but look 10 years younger because my skin is so soft and what wrinkles I do have are very shallow. Love, love, love. This review was collected as part of a promotion.",Smooth as silk,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,124899684,4,"Love my skin again, because it's smoother and softer,my pores are less noticeable, and younger looking",Love my skin again,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,115828066,4,"I have used these products for years. My skin looks great. Although I find that sometimes I get a white residue on my face. I do get compliments on like, you look 40, I can't believe you are 50! I believe in Olay products and its results. This review was collected as part of a promotion.",Long time use,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,127985622,4,Works well with skin contour hides blemishes and wrinkles,Very natural not messy to wash off,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,126445157,4,"Have help me look younger for 10 years. Great product for aging skin, recommended to people with heavy rinklles.",Product do not dry skin out,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,113245802,4,It's not greases and feels good on your skin. It also gives you a beautiful glow. I used it for about two weeks and saw a difference in in my complexion. I would recommend this product to everyone. I brought some for my sister she also loved it. Then she told her friend and now we all are using it and skin looks moor firm then ever,This product feels good on your skin,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,126177283,4,This product is amazing! Awesome work!! It actually works! That's sooooooooo cool!!!,AMAZING,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,132774105,4,The best product. Helps heal dry damaged skin dark circles around the eyes. Your skin will look amazing.,Great skin,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79644419,4,"I've only used it for one week, but I have been very impressed. Using the facial mask of my CPAP machine has caused the area around my nose, cheeks and eyes to become really dry, flaky, and raw looking. But after using the cream for one week, I noticed a drastic improvement to my skin. The areas that are irritated by my nose mask are no longer dry and flaky or red and raw. My skin look very fresh and moist. Other moisturizers that I tried made my face look greasy not at all the look I wanted. Thanks for making a product that does just what it is supposed to do. Love it. This review was collected as part of a promotion.","Love, Love, Love It.","Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,129186759,4,This product is really helpful for dry rough skin and I use their product everyday,It's a good product for soft skin,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,128602143,4,Great and amazing because it is more than useful like it is likely to change your life ego and appearance,Products are great,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,79580805,4,"I have been having problems with dry skin around my chin area. I typically have dry skin anyway and wanted to try this product after using numerous other products that do not seem to help. It took about a week before I started noticing any difference plus, taking extra care on how I cleansed my face. This product is wonderful. I am now hooked after no longer having that tight itching and dry feeling I had. I recommend this product to anyone who really needs something for dry skin. Thank you. This review was collected as part of a promotion.",Soft skin,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,139627651,4,"Really hydrates the skin, no dry tight feeling at all.",Pretty good,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,138936145,4,I love how it feels and how it works but hate the smell. Every other aspect is perfect!,The only thing I don't like is smell,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,138845446,4,This is a wonderful product leaves skin so soft try it,Really likes this,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,136993603,4,I love the way this product makes my skin feel it doesn't make it feel greasy or oily goes on smooth,This product is so smooth,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,135535314,4,"It is a great product, because it does everything it says it does. No false advertising with this product.",Great product,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,147012645,4,Best thing ever very good for your skin makes it so soft moiste best feeling ever would recommend for every one highly,The.best,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
AV1l8zRZvKc47QAVhnAv,Olay Regenerist Deep Hydration Regenerating Cream,FALSE,TRUE,143812596,4,"This product is very good to your skin . It makes your skin feel so smooth and soft. It also make your skin look like it's glowing, taking ten years off your look.",This prduce keeps your skin so soft.,"Personal Care,Skin Care,Anti-Aging,Beauty,Face Moisturizers,Facial Moisturizers,Moisturizers,Creams & Moisturizers"
